claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious,days_since_policy_start,reporting_delay_days,repair_cost_band,adjuster_suspicious_keyword_hits,rule_score,rule_hits,rule_score_normalized,anomaly_prediction,anomaly_decision_score,anomaly_score_raw,anomaly_score_normalized,final_score,risk_level,review_decision
CLM-00753,POL-2970,CUST-8133,SHOP-021,2024-12-22,2025-04-22,2025-04-22,theft,right side,9466,Sherbrooke,1,0,27,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,121,0,very_high,0,4,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims""]",21.052631578947366,1,0.09320302834516209,-0.09320302834516209,25.594234290819966,22.869272663696407,low,approve_or_fast_track
CLM-00515,POL-7830,CUST-3668,SHOP-005,2025-06-01,2025-09-04,2025-09-07,vandalism,right side,2029,Sherbrooke,0,0,2,My parked car was vandalized in Sherbrooke and the right side was damaged.,Observed damage aligns with reported incident details.,normal,0,95,3,low,0,0,[],0.0,1,0.14875329172187945,-0.14875329172187945,5.462671080076817,2.1850684320307265,low,approve_or_fast_track
CLM-00996,POL-9689,CUST-9277,SHOP-003,2024-01-24,2024-01-30,2024-01-31,collision,left side,15267,Gatineau,3,21,73,I was hit on the left side while driving in Gatineau.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the rear, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1,6,1,very_high,5,18,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair estimate exceptionally high"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""single-area damage with unusually high repair cost""]",94.73684210526315,-1,-0.07367684291512566,0.07367684291512566,86.07194353396359,91.27088267674333,high,priority_investigation
CLM-00982,POL-2690,CUST-3244,SHOP-003,2025-02-24,2025-03-03,2025-03-04,theft,right side,9985,Sherbrooke,2,21,73,I was hit on the right side while driving in Sherbrooke.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the rear, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1,7,1,very_high,5,17,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail""]",89.47368421052632,-1,-0.049360523820646596,0.049360523820646596,77.25964481301317,84.58806845152105,high,priority_investigation
CLM-00543,POL-4201,CUST-4282,SHOP-021,2024-07-25,2024-11-02,2024-11-04,collision,right side,3414,Gatineau,1,0,2,Another driver struck my vehicle on the right side while I was driving in Gatineau.,Claim details and visible damage are coherent.,normal,0,100,2,medium,0,0,[],0.0,1,0.15598425005722405,-0.15598425005722405,2.8421525450872527,1.136861018034901,low,approve_or_fast_track
CLM-00904,POL-9570,CUST-7435,SHOP-003,2025-08-13,2025-12-10,2025-12-15,theft,front,6849,Sherbrooke,4,21,73,My car was stolen in Sherbrooke and later found with damage.,Repeated entity pattern detected across recent claims.,repeated_entity,1,119,5,high,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.07772017130593067,0.07772017130593067,87.53725649799536,53.962271020250775,medium,review_with_slm
CLM-00457,POL-5315,CUST-9105,SHOP-019,2025-01-21,2026-01-01,2026-01-06,theft,left side,7625,Montreal,0,0,2,My car was stolen in Montreal and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,345,5,high,0,1,"[""brief theft narrative with limited detail""]",5.263157894736842,1,0.1081074264612924,-0.1081074264612924,20.19284076801775,11.235031044049204,low,approve_or_fast_track
CLM-00716,POL-6508,CUST-5301,SHOP-026,2025-08-28,2025-09-07,2025-09-10,theft,right side,8331,Sherbrooke,0,0,32,My car was stolen in Sherbrooke and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,10,3,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12946795477714523,-0.12946795477714523,12.451728487608763,33.40174402662245,medium,review_with_slm
CLM-00506,POL-5019,CUST-8760,SHOP-011,2024-10-20,2025-08-04,2025-08-05,collision,left side,3025,Sherbrooke,1,0,2,I lost control briefly and damaged the left side of my vehicle in Sherbrooke.,Claim details and visible damage are coherent.,normal,0,288,1,medium,0,0,[],0.0,1,0.14845516204168163,-0.14845516204168163,5.5707140692018084,2.2282856276807235,low,approve_or_fast_track
CLM-00924,POL-3713,CUST-3843,SHOP-019,2024-08-13,2025-06-25,2025-06-25,collision,rear,3063,Quebec City,2,20,58,I lost control briefly and damaged the rear of my vehicle in Quebec City.,Repeated entity pattern detected across recent claims.,repeated_entity,1,316,0,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.04250068372906213,0.04250068372906213,74.77362051673225,48.85681662774553,medium,review_with_slm
CLM-00678,POL-3790,CUST-3257,SHOP-019,2025-04-16,2025-04-25,2025-04-28,theft,rear,9637,Gatineau,1,0,58,I discovered my vehicle missing in Gatineau and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,9,3,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.05967928356948393,-0.05967928356948393,37.74332857027659,43.51838405968958,medium,review_with_slm
CLM-00744,POL-2562,CUST-3773,SHOP-007,2025-05-16,2025-05-20,2025-05-21,collision,right side,9633,Gatineau,0,0,31,I was driving in Gatineau when another vehicle hit the right side of my car.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,4,1,very_high,2,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.12239434274356076,-0.12239434274356076,15.015224304301222,34.42714235329943,medium,review_with_slm
CLM-00172,POL-2599,CUST-8178,SHOP-024,2025-12-14,2026-03-11,2026-03-13,collision,left side,1683,Sherbrooke,0,0,2,I was driving in Sherbrooke when another vehicle hit the left side of my car.,Observed damage aligns with reported incident details.,normal,0,87,2,low,0,0,[],0.0,1,0.12891638373161307,-0.12891638373161307,12.651619301681851,5.0606477206727405,low,approve_or_fast_track
CLM-00398,POL-4552,CUST-2995,SHOP-023,2024-05-02,2024-08-28,2024-09-01,collision,right side,3818,Laval,0,0,2,Another driver struck my vehicle on the right side while I was driving in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,118,4,medium,0,0,[],0.0,1,0.1545446607278747,-0.1545446607278747,3.363863547333454,1.3455454189333818,low,approve_or_fast_track
CLM-00450,POL-4093,CUST-2140,SHOP-029,2025-05-02,2025-12-06,2025-12-07,collision,right side,1930,Quebec City,1,0,2,Another driver struck my vehicle on the right side while I was driving in Quebec City.,Claim details and visible damage are coherent.,normal,0,218,1,low,0,0,[],0.0,1,0.1442530817195608,-0.1442530817195608,7.093559155420628,2.8374236621682516,low,approve_or_fast_track
CLM-00919,POL-9892,CUST-6261,SHOP-003,2025-04-18,2026-03-11,2026-03-15,collision,front,2993,Sherbrooke,3,21,73,I was driving in Sherbrooke when another vehicle hit the front of my car.,Repeated entity pattern detected across recent claims.,repeated_entity,1,327,4,medium,0,6,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims""]",31.57894736842105,-1,-0.03197584638793072,0.03197584638793072,70.9593914683677,47.33112500839971,medium,review_with_slm
CLM-00540,POL-8439,CUST-9474,SHOP-011,2025-08-24,2025-11-11,2025-11-11,collision,front,4237,Sherbrooke,0,0,2,Another driver struck my vehicle on the front while I was driving in Sherbrooke.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,79,0,medium,0,0,[],0.0,1,0.1257827761293257,-0.1257827761293257,13.787247032108668,5.514898812843468,low,approve_or_fast_track
CLM-00348,POL-6168,CUST-8940,SHOP-028,2025-09-03,2026-02-16,2026-02-16,collision,rear,3850,Quebec City,0,0,2,I was driving in Quebec City when another vehicle hit the rear of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,166,0,medium,0,0,[],0.0,1,0.12781211821568672,-0.12781211821568672,13.05180806198632,5.220723224794528,low,approve_or_fast_track
CLM-00202,POL-9061,CUST-1981,SHOP-005,2025-12-29,2026-02-14,2026-02-14,collision,rear,3928,Quebec City,1,0,2,I lost control briefly and damaged the rear of my vehicle in Quebec City.,Claim details and visible damage are coherent.,normal,0,47,0,medium,0,0,[],0.0,1,0.1187217464925171,-0.1187217464925171,16.346182954740527,6.538473181896212,low,approve_or_fast_track
CLM-00699,POL-3321,CUST-4943,SHOP-006,2025-06-07,2025-06-10,2025-06-14,theft,left side,10415,Sherbrooke,0,0,35,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,3,4,very_high,2,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",52.63157894736842,1,0.1080146286557303,-0.1080146286557303,20.226470939594478,39.66953574425884,medium,review_with_slm
CLM-00733,POL-1628,CUST-8100,SHOP-004,2025-12-23,2025-12-29,2026-01-02,theft,rear,8240,Gatineau,0,0,43,My car was stolen in Gatineau and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,6,4,very_high,2,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.09821927686976939,-0.09821927686976939,23.776332482342593,41.089480361358085,medium,review_with_slm
CLM-00977,POL-2809,CUST-5705,SHOP-005,2024-10-17,2025-04-08,2025-04-09,theft,front,8876,Gatineau,0,0,35,Another vehicle struck me on the front in Gatineau.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,173,1,very_high,1,10,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.11201464708071263,-0.11201464708071263,18.776853622380827,39.08968881737338,medium,review_with_slm
CLM-00573,POL-4580,CUST-7735,SHOP-010,2025-09-05,2026-02-09,2026-02-09,vandalism,rear,2831,Montreal,1,0,2,I found damage on the rear of my vehicle while parked in Montreal.,Claim details and visible damage are coherent.,normal,0,157,0,medium,0,0,[],0.0,1,0.13621464115938553,-0.13621464115938553,10.006711396581668,4.002684558632668,low,approve_or_fast_track
CLM-00969,POL-5874,CUST-2645,SHOP-029,2025-02-17,2025-04-08,2025-04-10,theft,front,10389,Longueuil,1,0,31,Another vehicle struck me on the front in Longueuil.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,50,2,very_high,1,11,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",57.89473684210527,1,0.1268979863168938,-0.1268979863168938,13.383091893688533,40.09007886273857,medium,review_with_slm
CLM-00323,POL-9086,CUST-4558,SHOP-011,2025-03-06,2025-09-11,2025-09-14,theft,right side,10709,Montreal,1,0,2,My car was stolen in Montreal and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,189,3,very_high,0,4,"[""repair estimate above normal threshold"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",21.052631578947366,1,0.12835255171763754,-0.12835255171763754,12.855953523332841,17.773960356701558,low,approve_or_fast_track
CLM-00115,POL-2215,CUST-8372,SHOP-015,2025-11-27,2026-03-03,2026-03-05,collision,rear,2328,Quebec City,0,0,2,I was driving in Quebec City when another vehicle hit the rear of my car.,Claim details and visible damage are coherent.,normal,0,96,2,low,0,0,[],0.0,1,0.1527277711829158,-0.1527277711829158,4.022309151330514,1.6089236605322057,low,approve_or_fast_track
CLM-00093,POL-6962,CUST-7108,SHOP-030,2024-10-16,2025-06-01,2025-06-04,theft,front,11465,Sherbrooke,1,0,2,My car was stolen in Sherbrooke and later found with damage.,Observed damage aligns with reported incident details.,normal,0,228,3,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.12121438672709522,-0.12121438672709522,15.442843503336897,15.650821611861074,low,approve_or_fast_track
CLM-00088,POL-7560,CUST-9584,SHOP-003,2025-02-09,2025-08-16,2025-08-21,theft,rear,7728,Laval,0,0,2,My car was stolen in Laval and later found with damage.,Claim details and visible damage are coherent.,normal,0,188,5,high,0,1,"[""brief theft narrative with limited detail""]",5.263157894736842,1,0.12066802817726796,-0.12066802817726796,15.640845295101352,9.414232854882647,low,approve_or_fast_track
CLM-00833,POL-2451,CUST-6940,SHOP-008,2025-11-11,2026-02-12,2026-02-17,theft,right side,11437,Sherbrooke,0,0,29,I discovered my vehicle missing in Sherbrooke and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,93,5,very_high,1,7,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""single-area damage with unusually high repair cost""]",36.84210526315789,1,0.0835182268652801,-0.0835182268652801,29.10403210858262,33.74687600132778,medium,review_with_slm
CLM-00338,POL-2544,CUST-1618,SHOP-015,2024-12-30,2025-04-18,2025-04-19,theft,left side,9769,Laval,0,0,2,I discovered my vehicle missing in Laval and reported it immediately.,Observed damage aligns with reported incident details.,normal,0,109,1,very_high,0,2,"[""repair estimate above normal threshold""]",10.526315789473683,1,0.12118817077724603,-0.12118817077724603,15.45234423329635,12.49672716700275,low,approve_or_fast_track
CLM-00997,POL-4183,CUST-9621,SHOP-003,2025-08-24,2025-08-29,2025-08-31,collision,right side,10103,Laval,3,15,73,I was hit on the right side while driving in Laval.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the rear, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1,5,2,very_high,5,17,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""single-area damage with unusually high repair cost""]",89.47368421052632,-1,-0.05143134105820357,0.05143134105820357,78.01011448825231,84.88825632161672,high,priority_investigation
CLM-00074,POL-3417,CUST-1046,SHOP-009,2024-05-28,2024-11-07,2024-11-11,theft,rear,5900,Sherbrooke,0,1,2,My car was stolen in Sherbrooke and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,163,4,high,0,0,[],0.0,1,0.013597381563961508,-0.013597381563961508,54.44353243437331,21.777412973749325,low,approve_or_fast_track
CLM-00495,POL-8539,CUST-7637,SHOP-028,2025-11-04,2026-03-09,2026-03-13,vandalism,right side,2740,Gatineau,1,0,2,I found damage on the right side of my vehicle while parked in Gatineau.,Observed damage aligns with reported incident details.,normal,0,125,4,medium,0,0,[],0.0,1,0.15426283605844404,-0.15426283605844404,3.4659975571852986,1.3863990228741194,low,approve_or_fast_track
CLM-00193,POL-2106,CUST-1225,SHOP-009,2024-08-08,2024-10-17,2024-10-17,theft,left side,10149,Sherbrooke,1,1,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim details and visible damage are coherent.,normal,0,70,0,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.00040562937874799587,-0.00040562937874799587,59.22425851619407,33.16338761700395,medium,review_with_slm
CLM-00719,POL-5529,CUST-6145,SHOP-003,2025-03-27,2025-03-29,2025-03-31,theft,left side,11151,Laval,0,0,73,My car was stolen in Laval and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,2,2,very_high,2,11,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail"", ""single-area damage with unusually high repair cost""]",57.89473684210527,1,0.0017921873317469084,-0.0017921873317469084,58.721766225800074,58.22554859558319,medium,review_with_slm
CLM-00715,POL-5572,CUST-7290,SHOP-016,2024-01-20,2024-01-22,2024-01-27,theft,front,9849,Laval,1,0,21,My car was stolen in Laval and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,2,5,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.0848943911496321,-0.0848943911496321,28.6053065113533,43.021069972962366,medium,review_with_slm
CLM-00518,POL-7841,CUST-8883,SHOP-019,2024-11-13,2025-09-28,2025-10-01,theft,right side,8893,Sherbrooke,0,0,2,My car was stolen in Sherbrooke and later found with damage.,Claim details and visible damage are coherent.,normal,0,319,3,very_high,0,2,"[""repair estimate above normal threshold""]",10.526315789473683,1,0.12064641543834903,-0.12064641543834903,15.648677809175195,12.575260597354287,low,approve_or_fast_track
CLM-00008,POL-2876,CUST-9797,SHOP-025,2024-09-30,2025-11-27,2025-12-02,theft,front,7404,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,423,5,high,0,0,[],0.0,1,0.09769016005639292,-0.09769016005639292,23.968085822954478,9.587234329181792,low,approve_or_fast_track
CLM-00545,POL-7558,CUST-4018,SHOP-027,2024-01-07,2025-02-11,2025-02-11,collision,left side,1622,Gatineau,0,0,2,I was driving in Gatineau when another vehicle hit the left side of my car.,Observed damage aligns with reported incident details.,normal,0,401,0,low,0,0,[],0.0,1,0.06952327496587052,-0.06952327496587052,34.17583990332944,13.670335961331777,low,approve_or_fast_track
CLM-00861,POL-7411,CUST-7226,SHOP-014,2024-10-25,2025-08-09,2025-08-09,collision,rear,4369,Laval,4,21,56,Another driver struck my vehicle on the rear while I was driving in Laval.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1,288,0,medium,1,8,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",42.10526315789473,-1,-0.05349134778940656,0.05349134778940656,78.75666640723298,56.76582445763003,medium,review_with_slm
CLM-00076,POL-9543,CUST-5941,SHOP-015,2025-10-20,2026-03-22,2026-03-22,collision,right side,3145,Quebec City,0,0,2,I lost control briefly and damaged the right side of my vehicle in Quebec City.,Claim details and visible damage are coherent.,normal,0,153,0,medium,0,0,[],0.0,1,0.13131537108879182,-0.13131537108879182,11.78221990216326,4.712887960865304,low,approve_or_fast_track
CLM-00781,POL-8280,CUST-3486,SHOP-015,2025-05-25,2025-10-09,2025-10-13,vandalism,rear,8680,Longueuil,1,0,28,My parked car was vandalized in Longueuil and the rear was damaged.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1,137,4,very_high,0,4,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims""]",21.052631578947366,1,0.12217515392438966,-0.12217515392438966,15.094658915408408,18.669442513531784,low,approve_or_fast_track
CLM-00949,POL-9435,CUST-2574,SHOP-016,2025-09-13,2025-12-09,2025-12-14,theft,front,8222,Longueuil,0,0,21,Another vehicle struck me on the front in Longueuil.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,87,5,very_high,1,10,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.09357081239395099,-0.09357081239395099,25.4609483732378,41.76332671771617,medium,review_with_slm
CLM-00266,POL-9370,CUST-5712,SHOP-023,2025-11-11,2025-12-17,2025-12-20,theft,right side,11456,Sherbrooke,1,0,2,My car was stolen in Sherbrooke and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,36,3,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.11443436820826325,-0.11443436820826325,17.899940249327894,16.633660310257472,low,approve_or_fast_track
CLM-00697,POL-9115,CUST-3234,SHOP-008,2025-11-22,2025-12-02,2025-12-03,theft,left side,9025,Montreal,1,0,29,My car was stolen in Montreal and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,10,1,very_high,1,10,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""brief theft narrative with limited detail""]",52.63157894736842,1,0.12237005375860527,-0.12237005375860527,15.024026697057497,37.58855804724405,medium,review_with_slm
CLM-00736,POL-8326,CUST-6331,SHOP-008,2025-11-09,2025-11-17,2025-11-19,collision,right side,7237,Sherbrooke,0,0,29,I lost control briefly and damaged the right side of my vehicle in Sherbrooke.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1,8,2,high,2,7,"[""claim filed shortly after policy start"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",36.84210526315789,1,0.11999042746759697,-0.11999042746759697,15.886409594695717,28.45982699577302,low,approve_or_fast_track
CLM-00802,POL-4797,CUST-4493,SHOP-010,2025-05-28,2025-11-30,2025-12-02,vandalism,right side,9572,Sherbrooke,1,0,39,My parked car was vandalized in Sherbrooke and the right side was damaged.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,186,2,very_high,1,6,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",31.57894736842105,1,0.10890550791898529,-0.10890550791898529,19.90361392486294,26.908813990997807,low,approve_or_fast_track
CLM-00910,POL-1093,CUST-7345,SHOP-003,2025-10-31,2025-12-22,2025-12-25,collision,left side,2248,Laval,2,18,73,Another driver struck my vehicle on the left side while I was driving in Laval.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1,52,3,low,1,8,"[""multiple prior claims in the last 12 months"", ""same phone number linked to multiple claims"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",42.10526315789473,-1,-0.04896585694338251,0.04896585694338251,77.1166164868836,56.10980448949028,medium,review_with_slm
CLM-00814,POL-4304,CUST-5963,SHOP-006,2025-03-10,2025-08-25,2025-08-26,collision,left side,8403,Laval,1,0,35,I was driving in Laval when another vehicle hit the left side of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1,168,1,very_high,1,6,"[""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",31.57894736842105,1,0.11892013848334437,-0.11892013848334437,16.27428516954446,25.457082488870412,low,approve_or_fast_track
CLM-00963,POL-6757,CUST-1488,SHOP-011,2025-02-02,2025-10-11,2025-10-11,vandalism,right side,2369,Laval,0,0,28,Another vehicle struck me on the right side in Laval.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1,251,0,low,1,7,"[""repair shop linked to multiple claims"", ""adjuster note contains suspicious language"", ""narrative inconsistency detected""]",36.84210526315789,1,0.06024721917774434,-0.06024721917774434,37.537507195141245,37.12026603595123,medium,review_with_slm
CLM-00359,POL-2477,CUST-5097,SHOP-011,2025-12-09,2026-01-28,2026-02-02,vandalism,front,2173,Montreal,1,0,2,I found damage on the front of my vehicle while parked in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,50,5,low,0,0,[],0.0,1,0.10607805752130356,-0.10607805752130356,20.928289469966252,8.371315787986502,low,approve_or_fast_track
CLM-00245,POL-3192,CUST-6615,SHOP-029,2025-05-16,2025-12-15,2025-12-16,collision,right side,1578,Laval,0,0,2,Another driver struck my vehicle on the right side while I was driving in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,213,1,low,0,0,[],0.0,1,0.12256392534373783,-0.12256392534373783,14.953767118909411,5.9815068475637645,low,approve_or_fast_track
CLM-00233,POL-8308,CUST-3909,SHOP-028,2025-04-30,2026-03-08,2026-03-10,theft,rear,11862,Longueuil,0,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,312,2,very_high,0,3,"[""repair estimate above normal threshold"", ""single-area damage with unusually high repair cost""]",15.789473684210526,1,0.09455677864593287,-0.09455677864593287,25.103631580861403,19.515136842870877,low,approve_or_fast_track
CLM-00061,POL-2225,CUST-8692,SHOP-026,2024-09-28,2025-04-19,2025-04-23,vandalism,right side,1828,Longueuil,1,0,2,I found damage on the right side of my vehicle while parked in Longueuil.,Claim details and visible damage are coherent.,normal,0,203,4,low,0,0,[],0.0,1,0.13577231368791587,-0.13577231368791587,10.167012048827933,4.066804819531174,low,approve_or_fast_track
CLM-00487,POL-8439,CUST-5412,SHOP-020,2025-11-04,2025-12-04,2025-12-06,collision,right side,2830,Sherbrooke,0,0,2,I was driving in Sherbrooke when another vehicle hit the right side of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,30,2,medium,0,0,[],0.0,1,0.12981710078790643,-0.12981710078790643,12.325197044584794,4.930078817833918,low,approve_or_fast_track
CLM-00665,POL-3507,CUST-1455,SHOP-020,2025-12-25,2025-12-30,2026-01-02,vandalism,right side,8587,Sherbrooke,0,0,36,I found damage on the right side of my vehicle while parked in Sherbrooke.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1,5,3,very_high,1,9,"[""claim filed shortly after policy start"", ""repair estimate above normal threshold"", ""repair shop linked to multiple claims"", ""adjuster note contains suspicious language""]",47.368421052631575,1,0.1252228239700363,-0.1252228239700363,13.990175184101034,34.01712270521936,medium,review_with_slm
CLM-00220,POL-9962,CUST-2525,SHOP-011,2025-08-31,2026-03-06,2026-03-09,vandalism,front,3566,Sherbrooke,0,0,2,I found damage on the front of my vehicle while parked in Sherbrooke.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,187,3,medium,0,0,[],0.0,1,0.16215352675320321,-0.16215352675320321,0.6063902602638893,0.24255610410555573,low,approve_or_fast_track
CLM-00565,POL-2986,CUST-7041,SHOP-003,2024-04-17,2025-10-15,2025-10-17,theft,right side,6350,Longueuil,0,0,2,My car was stolen in Longueuil and later found with damage.,Observed damage aligns with reported incident details.,normal,0,546,2,high,0,1,"[""brief theft narrative with limited detail""]",5.263157894736842,1,0.09935003069804865,-0.09935003069804865,23.366544287182844,12.504512451715243,low,approve_or_fast_track
CLM-00369,POL-6415,CUST-6536,SHOP-030,2025-11-19,2026-02-18,2026-02-21,collision,rear,3772,Laval,1,0,2,Another driver struck my vehicle on the rear while I was driving in Laval.,Observed damage aligns with reported incident details.,normal,0,91,3,medium,0,0,[],0.0,1,0.1555793842318412,-0.1555793842318412,2.9888769971441382,1.1955507988576553,low,approve_or_fast_track
CLM-00488,POL-2158,CUST-9964,SHOP-020,2025-01-25,2025-04-12,2025-04-15,theft,rear,6966,Quebec City,0,0,2,My car was stolen in Quebec City and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0,77,3,high,0,0,[],0.0,1,0.14152405251112748,-0.14152405251112748,8.082566599741162,3.233026639896465,low,approve_or_fast_track
