claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious
CLM-00781,POL-8280,CUST-3486,SHOP-015,2025-05-25,2025-10-09,2025-10-13,vandalism,rear,8680,Longueuil,1,0,28,My parked car was vandalized in Longueuil and the rear was damaged.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00949,POL-9435,CUST-2574,SHOP-016,2025-09-13,2025-12-09,2025-12-14,theft,front,8222,Longueuil,0,0,21,Another vehicle struck me on the front in Longueuil.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00266,POL-9370,CUST-5712,SHOP-023,2025-11-11,2025-12-17,2025-12-20,theft,right side,11456,Sherbrooke,1,0,2,My car was stolen in Sherbrooke and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00697,POL-9115,CUST-3234,SHOP-008,2025-11-22,2025-12-02,2025-12-03,theft,left side,9025,Montreal,1,0,29,My car was stolen in Montreal and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00736,POL-8326,CUST-6331,SHOP-008,2025-11-09,2025-11-17,2025-11-19,collision,right side,7237,Sherbrooke,0,0,29,I lost control briefly and damaged the right side of my vehicle in Sherbrooke.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00802,POL-4797,CUST-4493,SHOP-010,2025-05-28,2025-11-30,2025-12-02,vandalism,right side,9572,Sherbrooke,1,0,39,My parked car was vandalized in Sherbrooke and the right side was damaged.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00910,POL-1093,CUST-7345,SHOP-003,2025-10-31,2025-12-22,2025-12-25,collision,left side,2248,Laval,2,18,73,Another driver struck my vehicle on the left side while I was driving in Laval.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00814,POL-4304,CUST-5963,SHOP-006,2025-03-10,2025-08-25,2025-08-26,collision,left side,8403,Laval,1,0,35,I was driving in Laval when another vehicle hit the left side of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00963,POL-6757,CUST-1488,SHOP-011,2025-02-02,2025-10-11,2025-10-11,vandalism,right side,2369,Laval,0,0,28,Another vehicle struck me on the right side in Laval.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00359,POL-2477,CUST-5097,SHOP-011,2025-12-09,2026-01-28,2026-02-02,vandalism,front,2173,Montreal,1,0,2,I found damage on the front of my vehicle while parked in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00245,POL-3192,CUST-6615,SHOP-029,2025-05-16,2025-12-15,2025-12-16,collision,right side,1578,Laval,0,0,2,Another driver struck my vehicle on the right side while I was driving in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00233,POL-8308,CUST-3909,SHOP-028,2025-04-30,2026-03-08,2026-03-10,theft,rear,11862,Longueuil,0,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00061,POL-2225,CUST-8692,SHOP-026,2024-09-28,2025-04-19,2025-04-23,vandalism,right side,1828,Longueuil,1,0,2,I found damage on the right side of my vehicle while parked in Longueuil.,Claim details and visible damage are coherent.,normal,0
CLM-00487,POL-8439,CUST-5412,SHOP-020,2025-11-04,2025-12-04,2025-12-06,collision,right side,2830,Sherbrooke,0,0,2,I was driving in Sherbrooke when another vehicle hit the right side of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00665,POL-3507,CUST-1455,SHOP-020,2025-12-25,2025-12-30,2026-01-02,vandalism,right side,8587,Sherbrooke,0,0,36,I found damage on the right side of my vehicle while parked in Sherbrooke.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00220,POL-9962,CUST-2525,SHOP-011,2025-08-31,2026-03-06,2026-03-09,vandalism,front,3566,Sherbrooke,0,0,2,I found damage on the front of my vehicle while parked in Sherbrooke.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00565,POL-2986,CUST-7041,SHOP-003,2024-04-17,2025-10-15,2025-10-17,theft,right side,6350,Longueuil,0,0,2,My car was stolen in Longueuil and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00369,POL-6415,CUST-6536,SHOP-030,2025-11-19,2026-02-18,2026-02-21,collision,rear,3772,Laval,1,0,2,Another driver struck my vehicle on the rear while I was driving in Laval.,Observed damage aligns with reported incident details.,normal,0
CLM-00488,POL-2158,CUST-9964,SHOP-020,2025-01-25,2025-04-12,2025-04-15,theft,rear,6966,Quebec City,0,0,2,My car was stolen in Quebec City and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00544,POL-3658,CUST-2717,SHOP-015,2024-02-13,2025-08-03,2025-08-04,collision,rear,2743,Quebec City,0,0,2,I was driving in Quebec City when another vehicle hit the rear of my car.,Observed damage aligns with reported incident details.,normal,0
CLM-00360,POL-7235,CUST-1719,SHOP-025,2024-06-23,2025-07-01,2025-07-05,vandalism,rear,2464,Laval,0,0,2,My parked car was vandalized in Laval and the rear was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00403,POL-8898,CUST-2985,SHOP-019,2025-07-02,2025-10-31,2025-11-02,vandalism,left side,3140,Montreal,0,0,2,I found damage on the left side of my vehicle while parked in Montreal.,Claim details and visible damage are coherent.,normal,0
CLM-00253,POL-7816,CUST-8908,SHOP-026,2025-08-05,2026-02-24,2026-02-27,collision,right side,2968,Gatineau,0,0,2,Another driver struck my vehicle on the right side while I was driving in Gatineau.,Claim details and visible damage are coherent.,normal,0
CLM-00012,POL-2163,CUST-1964,SHOP-008,2024-03-10,2024-05-11,2024-05-13,collision,rear,2940,Sherbrooke,1,0,2,I was driving in Sherbrooke when another vehicle hit the rear of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00379,POL-7423,CUST-4004,SHOP-023,2025-11-12,2026-01-23,2026-01-25,theft,right side,5247,Montreal,1,0,2,My car was stolen in Montreal and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00231,POL-1920,CUST-9442,SHOP-026,2024-06-11,2024-09-16,2024-09-18,vandalism,right side,2055,Gatineau,0,0,2,My parked car was vandalized in Gatineau and the right side was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00769,POL-5639,CUST-7956,SHOP-020,2025-02-07,2025-12-07,2025-12-07,theft,right side,10784,Sherbrooke,0,0,36,My car was stolen in Sherbrooke and later found with damage.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00294,POL-1089,CUST-1116,SHOP-019,2025-06-19,2025-08-18,2025-08-22,collision,right side,2341,Sherbrooke,1,0,2,I lost control briefly and damaged the right side of my vehicle in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0
CLM-00118,POL-9938,CUST-5745,SHOP-021,2024-11-05,2025-08-09,2025-08-10,vandalism,right side,2718,Quebec City,0,0,2,My parked car was vandalized in Quebec City and the right side was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00174,POL-4232,CUST-8365,SHOP-019,2025-03-15,2025-10-30,2025-10-30,vandalism,rear,2642,Longueuil,0,0,2,My parked car was vandalized in Longueuil and the rear was damaged.,Claim details and visible damage are coherent.,normal,0
CLM-00685,POL-5718,CUST-1050,SHOP-004,2024-07-08,2024-07-15,2024-07-19,vandalism,right side,8161,Sherbrooke,0,0,43,My parked car was vandalized in Sherbrooke and the right side was damaged.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00534,POL-1378,CUST-9731,SHOP-020,2024-09-15,2026-01-22,2026-01-22,theft,front,11994,Longueuil,1,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00164,POL-3777,CUST-3274,SHOP-009,2024-11-04,2025-04-20,2025-04-23,collision,front,2484,Quebec City,1,0,2,I lost control briefly and damaged the front of my vehicle in Quebec City.,Observed damage aligns with reported incident details.,normal,0
CLM-00824,POL-3984,CUST-1234,SHOP-005,2025-10-11,2025-11-18,2025-11-19,collision,right side,11712,Montreal,1,0,35,I lost control briefly and damaged the right side of my vehicle in Montreal.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00974,POL-1762,CUST-2182,SHOP-022,2025-02-08,2025-05-17,2025-05-18,theft,front,9706,Montreal,0,0,23,Another vehicle struck me on the front in Montreal.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00945,POL-8752,CUST-1501,SHOP-011,2025-01-14,2025-04-14,2025-04-16,collision,right side,3514,Quebec City,0,0,28,Another vehicle struck me on the right side in Quebec City.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00264,POL-2890,CUST-6771,SHOP-018,2025-05-06,2026-01-04,2026-01-09,vandalism,left side,3230,Montreal,0,0,2,My parked car was vandalized in Montreal and the left side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00911,POL-8177,CUST-9128,SHOP-003,2025-12-16,2026-03-11,2026-03-11,vandalism,left side,3726,Montreal,3,18,73,I found damage on the left side of my vehicle while parked in Montreal.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00059,POL-9903,CUST-7180,SHOP-015,2024-11-25,2026-03-15,2026-03-16,vandalism,rear,4142,Quebec City,0,0,2,I found damage on the rear of my vehicle while parked in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00449,POL-5723,CUST-1665,SHOP-003,2024-12-01,2025-09-09,2025-09-09,theft,left side,8743,Gatineau,1,0,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00581,POL-8596,CUST-6011,SHOP-015,2024-10-17,2025-05-27,2025-05-31,vandalism,right side,1794,Longueuil,0,0,2,I found damage on the right side of my vehicle while parked in Longueuil.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00631,POL-9758,CUST-2903,SHOP-001,2025-10-26,2025-10-28,2025-10-31,vandalism,left side,8796,Montreal,1,0,33,My parked car was vandalized in Montreal and the left side was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00618,POL-2755,CUST-1084,SHOP-012,2024-07-09,2024-07-18,2024-07-19,collision,front,8274,Quebec City,0,0,16,I was driving in Quebec City when another vehicle hit the front of my car.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00448,POL-3963,CUST-6813,SHOP-013,2025-03-10,2025-07-27,2025-07-31,collision,right side,1962,Longueuil,0,0,2,I lost control briefly and damaged the right side of my vehicle in Longueuil.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00898,POL-2967,CUST-5948,SHOP-003,2024-09-26,2026-02-05,2026-02-06,collision,front,3751,Laval,4,21,73,I was driving in Laval when another vehicle hit the front of my car.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00424,POL-6250,CUST-6778,SHOP-029,2024-09-30,2025-07-14,2025-07-19,theft,left side,5446,Montreal,1,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00444,POL-3053,CUST-4438,SHOP-005,2024-03-21,2025-06-29,2025-07-04,collision,front,1877,Quebec City,1,0,2,I was driving in Quebec City when another vehicle hit the front of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00219,POL-8855,CUST-4695,SHOP-006,2025-04-07,2025-06-13,2025-06-13,theft,front,7610,Longueuil,0,0,2,My car was stolen in Longueuil and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00571,POL-7810,CUST-9396,SHOP-004,2024-11-30,2025-06-13,2025-06-17,vandalism,rear,4358,Laval,1,0,2,I found damage on the rear of my vehicle while parked in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00668,POL-5894,CUST-1166,SHOP-029,2024-07-01,2024-07-11,2024-07-14,vandalism,front,7996,Longueuil,1,0,31,I found damage on the front of my vehicle while parked in Longueuil.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00612,POL-9021,CUST-2565,SHOP-017,2024-12-23,2025-01-01,2025-01-06,theft,left side,8045,Montreal,0,0,25,My car was stolen in Montreal and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00311,POL-3676,CUST-1983,SHOP-007,2024-09-17,2026-02-16,2026-02-21,collision,right side,2870,Longueuil,1,0,2,I lost control briefly and damaged the right side of my vehicle in Longueuil.,Claim details and visible damage are coherent.,normal,0
CLM-00352,POL-9732,CUST-2939,SHOP-006,2024-11-21,2026-02-23,2026-02-24,vandalism,front,3105,Quebec City,1,0,2,I found damage on the front of my vehicle while parked in Quebec City.,Observed damage aligns with reported incident details.,normal,0
CLM-00807,POL-8178,CUST-5656,SHOP-004,2025-04-28,2025-08-04,2025-08-09,collision,left side,10008,Laval,0,0,43,Another driver struck my vehicle on the left side while I was driving in Laval.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00402,POL-5365,CUST-3483,SHOP-023,2024-12-03,2025-07-21,2025-07-25,collision,right side,3458,Quebec City,1,0,2,Another driver struck my vehicle on the right side while I was driving in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00252,POL-6615,CUST-3996,SHOP-004,2025-02-14,2025-10-06,2025-10-09,theft,right side,10651,Quebec City,1,0,2,My car was stolen in Quebec City and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00425,POL-9714,CUST-9730,SHOP-029,2024-10-26,2025-07-14,2025-07-18,theft,front,6542,Quebec City,0,0,2,My car was stolen in Quebec City and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00377,POL-7421,CUST-3932,SHOP-023,2025-09-02,2026-03-02,2026-03-07,vandalism,right side,2956,Longueuil,1,0,2,My parked car was vandalized in Longueuil and the right side was damaged.,Claim details and visible damage are coherent.,normal,0
CLM-00926,POL-7187,CUST-3758,SHOP-019,2025-02-17,2025-07-03,2025-07-04,theft,left side,8318,Longueuil,4,18,58,I discovered my vehicle missing in Longueuil and reported it immediately.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00714,POL-5996,CUST-4453,SHOP-004,2025-01-16,2025-01-24,2025-01-27,collision,rear,7692,Sherbrooke,1,0,43,I was driving in Sherbrooke when another vehicle hit the rear of my car.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00430,POL-7056,CUST-4022,SHOP-007,2025-07-29,2026-02-25,2026-02-25,vandalism,left side,2908,Laval,1,0,2,I found damage on the left side of my vehicle while parked in Laval.,Claim details and visible damage are coherent.,normal,0
CLM-00268,POL-7180,CUST-1665,SHOP-014,2024-10-12,2025-08-22,2025-08-24,collision,rear,4192,Longueuil,0,0,2,I lost control briefly and damaged the rear of my vehicle in Longueuil.,Observed damage aligns with reported incident details.,normal,0
CLM-00889,POL-8427,CUST-5665,SHOP-019,2025-08-23,2025-10-24,2025-10-26,collision,front,2014,Longueuil,2,21,58,I lost control briefly and damaged the front of my vehicle in Longueuil.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00967,POL-7750,CUST-2218,SHOP-017,2025-01-07,2025-03-16,2025-03-19,theft,left side,8333,Montreal,0,0,25,Another vehicle struck me on the left side in Montreal.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00848,POL-3269,CUST-6624,SHOP-006,2024-04-08,2025-03-22,2025-03-24,collision,right side,13302,Quebec City,0,0,35,I was driving in Quebec City when another vehicle hit the right side of my car.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00610,POL-4156,CUST-7097,SHOP-019,2025-11-04,2025-11-07,2025-11-12,vandalism,rear,7901,Laval,1,0,58,I found damage on the rear of my vehicle while parked in Laval.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00616,POL-3761,CUST-9577,SHOP-029,2024-08-18,2024-08-25,2024-08-27,theft,rear,11416,Longueuil,0,0,31,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00166,POL-8055,CUST-3230,SHOP-010,2024-11-24,2025-10-28,2025-11-02,collision,right side,2786,Laval,1,0,2,I lost control briefly and damaged the right side of my vehicle in Laval.,Observed damage aligns with reported incident details.,normal,0
CLM-00015,POL-4872,CUST-3724,SHOP-014,2025-05-12,2026-02-12,2026-02-13,theft,front,6348,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00554,POL-4731,CUST-2612,SHOP-004,2024-03-14,2025-04-16,2025-04-16,vandalism,rear,3167,Laval,1,0,2,I found damage on the rear of my vehicle while parked in Laval.,Observed damage aligns with reported incident details.,normal,0
CLM-00192,POL-2163,CUST-9655,SHOP-029,2024-01-13,2025-02-15,2025-02-17,collision,right side,3828,Quebec City,1,0,2,Another driver struck my vehicle on the right side while I was driving in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00175,POL-8496,CUST-2867,SHOP-009,2025-11-17,2026-02-17,2026-02-21,vandalism,left side,3945,Quebec City,1,0,2,My parked car was vandalized in Quebec City and the left side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00512,POL-1782,CUST-3043,SHOP-015,2024-11-01,2025-09-20,2025-09-25,collision,right side,2888,Laval,0,0,2,I lost control briefly and damaged the right side of my vehicle in Laval.,Observed damage aligns with reported incident details.,normal,0
CLM-00475,POL-3187,CUST-5270,SHOP-006,2025-12-04,2026-03-19,2026-03-21,theft,rear,5691,Quebec City,1,0,2,My car was stolen in Quebec City and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00735,POL-6713,CUST-8933,SHOP-017,2025-11-03,2025-11-08,2025-11-09,collision,left side,9353,Quebec City,1,0,25,Another driver struck my vehicle on the left side while I was driving in Quebec City.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00930,POL-5408,CUST-3928,SHOP-014,2024-05-07,2025-09-22,2025-09-26,theft,rear,6251,Gatineau,2,15,56,My car was stolen in Gatineau and later found with damage.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00482,POL-3323,CUST-5266,SHOP-004,2024-11-16,2025-01-07,2025-01-08,theft,left side,11126,Longueuil,1,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00770,POL-7523,CUST-2265,SHOP-021,2024-08-23,2025-02-10,2025-02-13,collision,front,10334,Longueuil,1,1,27,I was driving in Longueuil when another vehicle hit the front of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00743,POL-1282,CUST-9143,SHOP-024,2025-02-07,2025-02-13,2025-02-16,vandalism,front,8177,Laval,0,0,24,I found damage on the front of my vehicle while parked in Laval.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00257,POL-8324,CUST-6178,SHOP-004,2025-05-24,2025-07-02,2025-07-02,theft,right side,5293,Gatineau,0,0,2,My car was stolen in Gatineau and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00577,POL-4644,CUST-7250,SHOP-017,2024-11-25,2025-03-28,2025-03-31,vandalism,front,2064,Quebec City,0,0,2,My parked car was vandalized in Quebec City and the front was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00865,POL-7590,CUST-3048,SHOP-003,2025-10-03,2026-01-31,2026-02-01,theft,right side,8422,Quebec City,4,20,73,I discovered my vehicle missing in Quebec City and reported it immediately.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00243,POL-8029,CUST-8821,SHOP-013,2024-01-05,2024-03-13,2024-03-17,collision,left side,1557,Longueuil,0,0,2,I was driving in Longueuil when another vehicle hit the left side of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00869,POL-2081,CUST-6946,SHOP-003,2024-11-19,2025-10-13,2025-10-16,theft,left side,10763,Laval,4,20,73,I discovered my vehicle missing in Laval and reported it immediately.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00741,POL-2210,CUST-9265,SHOP-024,2025-12-21,2025-12-28,2026-01-01,theft,front,11197,Sherbrooke,0,0,24,My car was stolen in Sherbrooke and later found with damage.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00283,POL-3435,CUST-6993,SHOP-013,2024-08-16,2025-07-09,2025-07-10,theft,front,8250,Longueuil,0,0,2,My car was stolen in Longueuil and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00442,POL-2678,CUST-4569,SHOP-005,2025-05-30,2025-10-20,2025-10-21,vandalism,front,3509,Quebec City,0,0,2,My parked car was vandalized in Quebec City and the front was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00097,POL-3658,CUST-3962,SHOP-027,2025-12-10,2026-01-30,2026-02-04,theft,front,8365,Longueuil,0,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00045,POL-8434,CUST-5438,SHOP-010,2024-09-14,2025-06-07,2025-06-07,vandalism,rear,3092,Montreal,0,0,2,My parked car was vandalized in Montreal and the rear was damaged.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00523,POL-3526,CUST-6026,SHOP-014,2025-11-25,2026-01-15,2026-01-15,vandalism,left side,2243,Montreal,0,0,2,I found damage on the left side of my vehicle while parked in Montreal.,Observed damage aligns with reported incident details.,normal,0
CLM-00784,POL-7693,CUST-6767,SHOP-025,2024-08-10,2025-11-11,2025-11-15,theft,left side,11309,Longueuil,0,1,28,I discovered my vehicle missing in Longueuil and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00406,POL-1918,CUST-6533,SHOP-026,2024-02-13,2025-05-03,2025-05-03,collision,right side,3697,Laval,0,0,2,I was driving in Laval when another vehicle hit the right side of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00783,POL-4845,CUST-7148,SHOP-030,2025-07-04,2025-09-05,2025-09-08,vandalism,front,14282,Quebec City,0,0,12,My parked car was vandalized in Quebec City and the front was damaged.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00607,POL-1641,CUST-3110,SHOP-019,2024-07-30,2024-08-04,2024-08-07,vandalism,left side,7378,Montreal,0,0,58,I found damage on the left side of my vehicle while parked in Montreal.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00331,POL-9586,CUST-9151,SHOP-025,2025-07-18,2025-09-25,2025-09-29,theft,left side,8357,Sherbrooke,1,0,2,My car was stolen in Sherbrooke and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00173,POL-9454,CUST-3858,SHOP-018,2024-06-12,2025-06-15,2025-06-19,theft,right side,6899,Quebec City,0,0,2,My car was stolen in Quebec City and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00051,POL-9922,CUST-4683,SHOP-021,2024-06-01,2025-03-30,2025-03-31,collision,front,2479,Longueuil,1,0,2,I lost control briefly and damaged the front of my vehicle in Longueuil.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00902,POL-6903,CUST-8073,SHOP-014,2025-09-08,2025-12-11,2025-12-12,theft,left side,10287,Quebec City,4,15,56,My car was stolen in Quebec City and later found with damage.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00315,POL-4450,CUST-3734,SHOP-013,2024-04-15,2024-08-20,2024-08-20,theft,front,5215,Quebec City,0,0,2,My car was stolen in Quebec City and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00825,POL-9943,CUST-8206,SHOP-004,2024-10-13,2025-10-13,2025-10-17,theft,left side,8517,Longueuil,1,0,43,I discovered my vehicle missing in Longueuil and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00664,POL-8166,CUST-4784,SHOP-004,2025-12-28,2025-12-31,2026-01-01,vandalism,front,10583,Gatineau,1,0,43,I found damage on the front of my vehicle while parked in Gatineau.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00891,POL-6629,CUST-2139,SHOP-003,2025-02-14,2025-12-20,2025-12-20,vandalism,right side,3121,Sherbrooke,2,21,73,My parked car was vandalized in Sherbrooke and the right side was damaged.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00929,POL-4753,CUST-7708,SHOP-003,2024-06-19,2026-01-03,2026-01-03,collision,front,4343,Montreal,4,18,73,I lost control briefly and damaged the front of my vehicle in Montreal.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00700,POL-3427,CUST-1458,SHOP-010,2025-04-13,2025-04-19,2025-04-20,theft,front,8296,Longueuil,0,0,39,I discovered my vehicle missing in Longueuil and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00125,POL-3662,CUST-7438,SHOP-020,2024-11-02,2025-10-01,2025-10-03,vandalism,right side,3805,Longueuil,1,0,2,My parked car was vandalized in Longueuil and the right side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00386,POL-3841,CUST-8780,SHOP-005,2024-07-11,2026-03-01,2026-03-04,theft,right side,6263,Longueuil,0,0,2,My car was stolen in Longueuil and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00585,POL-2512,CUST-7297,SHOP-013,2025-12-24,2026-03-01,2026-03-01,vandalism,rear,3532,Laval,1,0,2,I found damage on the rear of my vehicle while parked in Laval.,Claim details and visible damage are coherent.,normal,0
CLM-00560,POL-4373,CUST-4818,SHOP-010,2025-11-06,2026-02-11,2026-02-11,theft,front,8019,Gatineau,0,0,2,My car was stolen in Gatineau and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00629,POL-3711,CUST-8172,SHOP-025,2025-06-05,2025-06-15,2025-06-20,theft,right side,9120,Longueuil,0,0,28,My car was stolen in Longueuil and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00582,POL-9203,CUST-7131,SHOP-016,2025-02-18,2025-10-18,2025-10-21,vandalism,left side,3073,Quebec City,1,0,2,My parked car was vandalized in Quebec City and the left side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00590,POL-9557,CUST-1118,SHOP-013,2025-09-09,2026-02-19,2026-02-21,theft,right side,11200,Longueuil,1,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00326,POL-1853,CUST-4568,SHOP-004,2024-08-29,2025-12-16,2025-12-18,collision,rear,2930,Gatineau,0,0,2,I lost control briefly and damaged the rear of my vehicle in Gatineau.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00526,POL-8306,CUST-2374,SHOP-028,2025-10-13,2026-03-20,2026-03-21,collision,left side,3713,Laval,0,0,2,Another driver struck my vehicle on the left side while I was driving in Laval.,Observed damage aligns with reported incident details.,normal,0
